日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20241031,3035,ケイティケイ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3036,アルコニックス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20241031,3038,神戸物産,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20241031,3039,碧,PRO Market,6100,小売業,14,小売,-,-
20241031,3040,ソリトンシステムズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3041,ビューティカダンホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3042,セキュアヴェイル,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3045,カワサキ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3046,ジンズホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,3048,ビックカメラ,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,3050,ＤＣＭホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,3053,ペッパーフードサービス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3054,ハイパー,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3058,三洋堂ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3059,ヒラキ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3063,ジェイグループホールディングス,グロース（内国株式）,6100,小売業,14,小売,-,-
20241031,3064,ＭｏｎｏｔａＲＯ,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,3065,ライフフーズ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3067,東京一番フーズ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3068,ＷＤＩ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3069,ＪＦＬＡホールディングス,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20241031,3070,ジェリービーンズグループ,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3071,ストリーム,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3073,ＤＤグループ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3075,銚子丸,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3076,あい　ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20241031,3077,ホリイフードサービス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3079,ディーブイエックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3080,ジェーソン,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3082,きちりホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3083,シーズメン,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3086,Ｊ．フロント　リテイリング,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,3087,ドトール・日レスホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,3088,マツキヨココカラ＆カンパニー,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,3089,テクノアルファ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3091,ブロンコビリー,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,3092,ＺＯＺＯ,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,3093,トレジャー・ファクトリー,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3094,スーパーバリュー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3096,オーシャンシステム,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3097,物語コーポレーション,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,3099,三越伊勢丹ホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,3101,東洋紡,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20241031,3103,ユニチカ,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3104,富士紡ホールディングス,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3105,日清紡ホールディングス,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20241031,3106,倉敷紡績,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3107,ダイワボウホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20241031,3109,シキボウ,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3110,日東紡績,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材,6,TOPIX Small 1
20241031,3111,オーミケンシ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20241031,3113,ＵＮＩＶＡ・Ｏａｋホールディングス,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20241031,3116,トヨタ紡織,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,4,TOPIX Mid400
20241031,3121,マーチャント・バンカーズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,3123,サイボー,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20241031,3131,シンデン・ハイテックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3132,マクニカホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20241031,3133,海帆,グロース（内国株式）,6100,小売業,14,小売,-,-
20241031,3134,Ｈａｍｅｅ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3135,マーケットエンタープライズ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3137,ファンデリー,グロース（内国株式）,6100,小売業,14,小売,-,-
20241031,3138,富士山マガジンサービス,グロース（内国株式）,6100,小売業,14,小売,-,-
20241031,3139,ラクト・ジャパン,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3140,ＢＲＵＮＯ,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3141,ウエルシアホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,3143,オーウイル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3148,クリエイトＳＤホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,3150,グリムス,プライム（内国株式）,4050,電気・ガス業,11,電力・ガス,7,TOPIX Small 2
20241031,3151,バイタルケーエスケー・ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3153,八洲電機,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3154,メディアスホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3156,レスター,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3157,ジオリーブグループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3159,丸善ＣＨＩホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3160,大光,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3161,アゼアス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3166,ＯＣＨＩホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3167,ＴＯＫＡＩホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20241031,3168,黒谷,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3169,ミサワ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3172,ティーライフ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3173,Ｃｏｍｉｎｉｘ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3174,ハピネス・アンド・ディ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3175,エー・ピーホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3176,三洋貿易,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3177,ありがとうサービス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3178,チムニー,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3179,シュッピン,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3180,ビューティガレージ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3181,買取王国,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3182,オイシックス・ラ・大地,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,3183,ウイン・パートナーズ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3184,ＩＣＤＡホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3185,夢展望,グロース（内国株式）,6100,小売業,14,小売,-,-
20241031,3186,ネクステージ,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,3187,ミラタップ,グロース（内国株式）,6100,小売業,14,小売,-,-
20241031,3189,ＡＮＡＰ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3190,ホットマン,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3191,ジョイフル本田,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,3192,白鳩,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3193,エターナルホスピタリティグループ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3195,ジェネレーションパス,グロース（内国株式）,6100,小売業,14,小売,-,-
20241031,3196,ホットランド,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3197,すかいらーくホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,3198,ＳＦＰホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3199,綿半ホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3201,日本毛織,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20241031,3202,ダイトウボウ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3204,トーア紡コーポレーション,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3205,ダイドーリミテッド,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3221,ヨシックスホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3222,ユナイテッド・スーパーマーケット・ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,3223,エスエルディー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3224,ゼネラル・オイスター,グロース（内国株式）,6100,小売業,14,小売,-,-
20241031,3226,日本アコモデーションファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3231,野村不動産ホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20241031,3232,三重交通グループホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3234,森ヒルズリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3236,プロパスト,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3237,イントランス,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3238,セントラル総合開発,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3241,ウィル,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3242,アーバネットコーポレーション,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3245,ディア・ライフ,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3246,コーセーアールイー,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3248,アールエイジ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3249,産業ファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3252,地主,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3254,プレサンスコーポレーション,スタンダード（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20241031,3261,グランディーズ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3264,アスコット,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3266,ファンドクリエーショングループ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3267,フィル・カンパニー,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20241031,3269,アドバンス・レジデンス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3271,ＴＨＥグローバル社,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3275,ハウスコム,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3276,ＪＰＭＣ,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3277,サンセイランディック,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3279,アクティビア・プロパティーズ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3280,エストラスト,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3281,ＧＬＰ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3282,コンフォリア・レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3283,日本プロロジスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3284,フージャースホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3286,トラストホールディングス,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3287,星野リゾート・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3288,オープンハウスグループ,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20241031,3289,東急不動産ホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20241031,3290,Ｏｎｅリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3291,飯田グループホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20241031,3292,イオンリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3293,アズマハウス,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3294,イーグランド,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3295,ヒューリックリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3296,日本リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3297,東武住販,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3299,ムゲンエステート,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3300,アンビション　ＤＸ　ホールディングス,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3302,帝国繊維,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3306,日本製麻,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3309,積水ハウス・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3315,日本コークス工業,プライム（内国株式）,3300,石油・石炭製品,2,エネルギー資源,7,TOPIX Small 2
20241031,3317,フライングガーデン,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3319,ゴルフダイジェスト・オンライン,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3320,クロスプラス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3321,ミタチ産業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3322,アルファグループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3323,レカム,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3326,ランシステム,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,3328,ＢＥＥＮＯＳ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3329,東和フードサービス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3333,あさひ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3341,日本調剤,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3347,トラスト,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3349,コスモス薬品,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,3350,メタプラネット,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3352,バッファロー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3353,メディカル一光グループ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3355,クリヤマホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3358,ワイエスフード,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3359,ｃｏｔｔａ,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3360,シップヘルスケアホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20241031,3361,トーエル,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3370,フジタコーポレーション,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3371,ソフトクリエイトホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3372,関門海,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3374,内外テック,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3375,ＺＯＡ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3377,バイク王＆カンパニー,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3382,セブン＆アイ・ホールディングス,プライム（内国株式）,6100,小売業,14,小売,1,TOPIX Core30
20241031,3386,コスモ・バイオ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3387,クリエイト・レストランツ・ホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,3388,明治電機工業,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3391,ツルハホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,3392,デリカフーズホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3393,スターティアホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3395,サンマルクホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3396,フェリシモ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3397,トリドールホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,3399,丸千代山岡家,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3401,帝人,プライム（内国株式）,3100,繊維製品,4,素材・化学,4,TOPIX Mid400
20241031,3402,東レ,プライム（内国株式）,3100,繊維製品,4,素材・化学,4,TOPIX Mid400
20241031,3405,クラレ,プライム（内国株式）,3200,化学,4,素材・化学,4,TOPIX Mid400
20241031,3407,旭化成,プライム（内国株式）,3200,化学,4,素材・化学,2,TOPIX Large70
20241031,3409,北日本紡績,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20241031,3415,ＴＯＫＹＯ　ＢＡＳＥ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3416,ピクスタ,グロース（内国株式）,6100,小売業,14,小売,-,-
20241031,3417,大木ヘルスケアホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3418,バルニバービ,グロース（内国株式）,6100,小売業,14,小売,-,-
20241031,3420,ケー・エフ・シー,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,3421,稲葉製作所,スタンダード（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241031,3422,Ｊ－ＭＡＸ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,3423,エスイー,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,3426,アトムリビンテック,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,3431,宮地エンジニアリンググループ,プライム（内国株式）,3550,金属製品,3,建設・資材,6,TOPIX Small 1
20241031,3433,トーカロ,プライム（内国株式）,3550,金属製品,3,建設・資材,6,TOPIX Small 1
20241031,3434,アルファＣｏ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241031,3435,サンコーテクノ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,3436,ＳＵＭＣＯ,プライム（内国株式）,3550,金属製品,3,建設・資材,4,TOPIX Mid400
20241031,3437,特殊電極,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,3439,三ツ知,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,3440,日創プロニティ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,3441,山王,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,3443,川田テクノロジーズ,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241031,3444,菊池製作所,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,プライム（内国株式）,3550,金属製品,3,建設・資材,6,TOPIX Small 1
20241031,3446,ジェイテックコーポレーション,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241031,3447,信和,スタンダード（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
20241031,3448,清鋼材,PRO Market,3550,金属製品,3,建設・資材,-,-
20241031,3449,テクノフレックス,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20241031,3450,サトウ産業,PRO Market,3550,金属製品,3,建設・資材,-,-
20241031,3451,トーセイ・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3452,ビーロット,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3454,ファーストブラザーズ,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3455,ヘルスケア＆メディカル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3457,Ａｎｄ　Ｄｏホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3458,シーアールイー,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3459,サムティ・レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3461,パルマ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3462,野村不動産マスターファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3463,いちごホテルリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3465,ケイアイスター不動産,プライム（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20241031,3466,ラサールロジポート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3467,アグレ都市デザイン,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3468,スターアジア不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3469,デュアルタップ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3470,マリモ地方創生リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3471,三井不動産ロジスティクスパーク投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3472,日本ホテル＆レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3474,Ｇ－ＦＡＣＴＯＲＹ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3475,グッドコムアセット,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3476,投資法人みらい,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3477,フォーライフ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3479,ティーケーピー,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3480,ジェイ・エス・ビー,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3481,三菱地所物流リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3482,ロードスターキャピタル,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3483,翔栄,PRO Market,8050,不動産業,17,不動産,-,-
20241031,3484,イノベーションホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3486,グローバル・リンク・マネジメント,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3487,ＣＲＥロジスティクスファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3488,ザイマックス・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3489,フェイスネットワーク,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20241031,3490,アズ企画設計,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3491,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3492,タカラレーベン不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20241031,3494,マリオン,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3495,香陵住販,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
